,ACCIDENT_NO,date,day,hour,hour_bin,season,month,police_needed,node_id,lga,region,lat,long,dry,clear,fog,raining,strong winds,ambulance_needed
12415,T20200000723,2020-01-01 14:00:00,2,14,2,1,1,0,620875,MURRINDINDI,NORTH EASTERN REGION,-37.51352434,146.0944006,True,1.0,0.0,0.0,0.0,True
12416,T20200000725,2020-11-01 07:17:00,6,7,1,4,11,1,11180,CASEY,METROPOLITAN SOUTH EAST REGION,-38.05043401,145.2576064,True,1.0,0.0,0.0,0.0,True
12417,T20200000726,2020-11-01 10:30:00,6,10,1,4,11,1,57770,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,-37.83328606,144.9217556,True,1.0,0.0,0.0,0.0,True
12418,T20200000728,2020-10-01 18:00:00,3,18,3,4,10,0,619674,DANDENONG,METROPOLITAN SOUTH EAST REGION,-38.03464747,145.1894754,False,0.0,0.0,1.0,0.0,True
12419,T20200000733,2020-11-01 13:15:00,6,13,2,4,11,1,618206,MORELAND,METROPOLITAN NORTH WEST REGION,-37.70178185,144.9151466,True,1.0,0.0,0.0,0.0,True
12420,T20200000734,2020-11-01 13:52:00,6,13,2,4,11,1,620876,ALPINE,NORTH EASTERN REGION,-36.71615963,147.1005369,True,1.0,0.0,0.0,0.0,True
12421,T20200000738,2020-11-01 14:15:00,6,14,2,4,11,1,637161,LODDON,NORTHERN REGION,-36.73522226,143.9141378,True,1.0,0.0,0.0,0.0,True
12422,T20200000740,2020-11-01 16:00:00,6,16,2,4,11,1,646957,MELTON,METROPOLITAN NORTH WEST REGION,-37.68516668,144.5559253,True,1.0,0.0,0.0,0.0,True
12423,T20200000742,2020-11-01 17:15:00,6,17,2,4,11,1,662573,MELTON,METROPOLITAN NORTH WEST REGION,-37.69103642,144.6051315,True,1.0,0.0,0.0,0.0,True
12424,T20200000743,2020-11-01 15:40:00,6,15,2,4,11,1,634136,INDIGO,NORTH EASTERN REGION,-36.15094336,146.6253569,True,1.0,0.0,0.0,0.0,True
12425,T20200000752,2020-11-01 23:40:00,6,23,3,4,11,1,636100,SOUTH GIPPSLAND,EASTERN REGION,-38.64783913,146.0102979,True,1.0,0.0,0.0,0.0,True
12426,T20200000754,2020-12-01 00:05:00,1,0,0,1,12,1,205,MELBOURNE,METROPOLITAN NORTH WEST REGION,-37.81371239,144.957323,False,0.0,0.0,1.0,0.0,True
12427,T20200000756,2020-12-01 01:27:00,1,1,0,1,12,1,628639,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,-37.73393537,144.8894027,True,1.0,0.0,0.0,0.0,True
12428,T20200000757,2020-12-01 03:20:00,1,3,0,1,12,1,662664,DANDENONG,METROPOLITAN SOUTH EAST REGION,-37.93987703,145.1402705,True,1.0,0.0,0.0,0.0,True
12429,T20200000765,2020-12-01 06:25:00,1,6,1,1,12,1,621173,CASEY,METROPOLITAN SOUTH EAST REGION,-38.00619401,145.2733564,True,1.0,0.0,0.0,0.0,True
12430,T20200000768,2020-12-01 10:00:00,1,10,1,1,12,1,37746,STONNINGTON,METROPOLITAN SOUTH EAST REGION,-37.84401644,145.0040218,True,1.0,0.0,0.0,0.0,True
12431,T20200000769,2020-12-01 11:00:00,1,11,1,1,12,1,632191,CARDINIA,METROPOLITAN SOUTH EAST REGION,-38.0219639,145.4369233,True,1.0,0.0,0.0,0.0,True
12432,T20200000773,2020-12-01 11:45:00,1,11,1,1,12,1,618208,MACEDON RANGES,NORTHERN REGION,-37.22142342,144.6956968,True,1.0,0.0,0.0,0.0,True
12433,T20200000774,2020-11-01 20:00:00,6,20,3,4,11,1,340495,HUME,METROPOLITAN NORTH WEST REGION,-37.58329943,144.9350098,True,1.0,0.0,0.0,0.0,True
12434,T20200000775,2020-12-01 12:15:00,1,12,2,1,12,1,621191,GOLDEN PLAINS,SOUTH WESTERN REGION,-37.8359751,144.0938824,True,1.0,0.0,0.0,0.0,True
12435,T20200000777,2020-11-01 13:30:00,6,13,2,4,11,0,662588,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,-37.59977932,145.9057771,True,1.0,0.0,0.0,0.0,True
12436,T20200000780,2019-12-31 15:00:00,1,15,2,1,12,1,656152,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.88037743,144.6683439,True,1.0,0.0,0.0,0.0,True
12437,T20200000784,2020-12-01 15:25:00,1,15,2,1,12,1,207,MELBOURNE,METROPOLITAN NORTH WEST REGION,-37.81939013,144.9571063,True,1.0,0.0,0.0,0.0,True
12438,T20200000786,2020-12-01 13:40:00,1,13,2,1,12,1,662666,CARDINIA,METROPOLITAN SOUTH EAST REGION,-38.12990505,145.4899861,True,1.0,0.0,0.0,0.0,True
12439,T20200000793,2020-10-01 15:40:00,3,15,2,4,10,0,662585,STONNINGTON,METROPOLITAN SOUTH EAST REGION,-37.84114257,145.0093654,False,1.0,0.0,0.0,0.0,True
12440,T20200000796,2020-12-01 17:37:00,1,17,2,1,12,1,50662,GLENELG,SOUTH WESTERN REGION,-38.3482914,141.5996493,True,1.0,0.0,0.0,0.0,True
12441,T20200000799,2020-12-01 15:20:00,1,15,2,1,12,1,620562,HORSHAM,WESTERN REGION,-36.91793665,142.5142621,True,1.0,0.0,0.0,0.0,True
12442,T20200000800,2020-12-01 16:12:00,1,16,2,1,12,1,618209,CASEY,METROPOLITAN SOUTH EAST REGION,-38.10689428,145.3237121,True,1.0,0.0,0.0,0.0,True
12443,T20200000802,2020-12-01 18:25:00,1,18,3,1,12,1,41249,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,-37.87915559,145.0163105,True,1.0,0.0,0.0,0.0,True
12444,T20200000804,2020-12-01 15:03:00,1,15,2,1,12,1,54444,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,-37.88714096,144.7559998,True,1.0,0.0,0.0,0.0,True
12445,T20200000806,2020-12-01 18:50:00,1,18,3,1,12,0,662669,BRIMBANK,METROPOLITAN NORTH WEST REGION,-37.81080046,144.807756,True,1.0,0.0,0.0,0.0,True
12446,T20200000807,2020-12-01 19:15:00,1,19,3,1,12,1,636485,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,-38.42109643,145.0626188,True,1.0,0.0,0.0,0.0,True
12447,T20200000819,2020-01-13 05:40:00,0,5,0,1,1,1,264777,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.83561502,144.70169,True,1.0,0.0,0.0,0.0,True
12448,T20200000820,2020-01-13 07:15:00,0,7,1,1,1,1,649673,HUME,METROPOLITAN NORTH WEST REGION,-37.6419494,144.9406613,True,1.0,0.0,0.0,0.0,True
12449,T20200000826,2020-11-01 23:01:00,6,23,3,4,11,1,636103,DANDENONG,METROPOLITAN SOUTH EAST REGION,-37.96473522,145.1709883,True,1.0,0.0,0.0,0.0,True
12450,T20200000828,2020-12-01 06:55:00,1,6,1,1,12,1,662675,MILDURA,WESTERN REGION,-34.21132766,142.1474538,True,1.0,0.0,0.0,0.0,True
12451,T20200000832,2019-12-20 13:45:00,4,13,2,1,12,0,40350,STONNINGTON,METROPOLITAN SOUTH EAST REGION,-37.85957351,145.0409413,True,1.0,0.0,0.0,0.0,True
12452,T20200000833,2020-01-13 09:10:00,0,9,1,1,1,1,36071,WHITTLESEA,METROPOLITAN NORTH WEST REGION,-37.54908879,145.0306076,True,1.0,0.0,0.0,0.0,True
12453,T20200000834,2020-01-13 08:54:00,0,8,1,1,1,1,631868,CASEY,METROPOLITAN SOUTH EAST REGION,-38.08213633,145.276713,True,1.0,0.0,0.0,0.0,True
12454,T20200000835,2020-01-13 07:30:00,0,7,1,1,1,1,618210,GEELONG,SOUTH WESTERN REGION,-38.27878397,144.4940228,True,1.0,0.0,0.0,0.0,True
12455,T20200000840,2020-01-13 09:30:00,0,9,1,1,1,1,623275,LATROBE,EASTERN REGION,-38.34435349,146.4049043,True,1.0,0.0,0.0,0.0,True
12456,T20200000841,2019-12-30 07:15:00,0,7,1,1,12,1,46236,KINGSTON,METROPOLITAN SOUTH EAST REGION,-37.98147639,145.0705804,True,1.0,0.0,0.0,0.0,True
12457,T20200000842,2019-12-16 10:30:00,0,10,1,1,12,0,620564,BOROONDARA,METROPOLITAN SOUTH EAST REGION,-37.82747798,145.0524339,False,0.0,0.0,1.0,0.0,True
12458,T20200000843,2020-07-01 10:30:00,2,10,1,3,7,1,657153,WELLINGTON,EASTERN REGION,-37.97761499,147.0351642,True,0.0,1.0,0.0,0.0,True
12459,T20200000844,2020-01-13 09:58:00,0,9,1,1,1,1,662748,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,-37.857819,144.7706958,True,1.0,0.0,0.0,0.0,True
12460,T20200000846,2020-01-13 11:15:00,0,11,1,1,1,1,43473,FRANKSTON,METROPOLITAN SOUTH EAST REGION,-38.14583383,145.1287004,True,0.0,1.0,0.0,0.0,True
12461,T20200000849,2020-01-13 11:07:00,0,11,1,1,1,1,44585,BANYULE,METROPOLITAN NORTH WEST REGION,-37.7421735,145.0478148,True,1.0,0.0,0.0,0.0,True
12462,T20200000858,2020-01-13 13:44:00,0,13,2,1,1,1,619961,BALLARAT,WESTERN REGION,-37.59857993,143.8412016,True,1.0,0.0,0.0,0.0,True
12463,T20200000862,2019-12-23 23:10:00,0,23,3,1,12,1,618511,YARRA,METROPOLITAN NORTH WEST REGION,-37.78613372,144.9954649,True,1.0,0.0,0.0,0.0,True
12464,T20200000863,2020-01-13 14:56:00,0,14,2,1,1,1,643791,WARRNAMBOOL,SOUTH WESTERN REGION,-38.35822455,142.4430083,True,1.0,0.0,0.0,0.0,True
12465,T20200000866,2020-01-13 16:25:00,0,16,2,1,1,1,271535,KINGSTON,METROPOLITAN SOUTH EAST REGION,-37.9711454,145.0734881,True,0.0,1.0,0.0,0.0,True
12466,T20200000868,2019-12-31 10:27:00,1,10,1,1,12,0,117013,MAROONDAH,METROPOLITAN SOUTH EAST REGION,-37.78578855,145.2775288,True,1.0,0.0,0.0,0.0,True
12467,T20200000871,2020-01-13 15:18:00,0,15,2,1,1,1,61818,MELTON,METROPOLITAN NORTH WEST REGION,-37.6921735,144.5666736,True,1.0,0.0,0.0,0.0,True
12468,T20200000872,2020-01-13 15:34:00,0,15,2,1,1,0,29800,DAREBIN,METROPOLITAN NORTH WEST REGION,-37.71842969,145.0213623,True,0.0,1.0,0.0,0.0,True
12469,T20200000873,2020-01-13 18:32:00,0,18,3,1,1,1,662747,WHITTLESEA,METROPOLITAN NORTH WEST REGION,-37.6317595,145.0273186,True,1.0,0.0,0.0,0.0,True
12470,T20200000875,2020-01-13 18:57:00,0,18,3,1,1,1,41732,MONASH,METROPOLITAN SOUTH EAST REGION,-37.88601263,145.1394078,True,1.0,0.0,0.0,0.0,True
12471,T20200000876,2020-06-01 09:32:00,0,9,1,3,6,0,618211,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,-37.86626611,144.7740743,False,0.0,0.0,1.0,0.0,True
12472,T20200000877,2020-01-13 18:45:00,0,18,3,1,1,1,662745,GEELONG,SOUTH WESTERN REGION,-38.0228875,144.3970023,True,0.0,1.0,0.0,0.0,True
12473,T20200000878,2020-01-13 14:31:00,0,14,2,1,1,1,618789,MORELAND,METROPOLITAN NORTH WEST REGION,-37.76092581,144.9631792,True,1.0,0.0,0.0,0.0,True
12474,T20200000887,2020-01-14 00:40:00,1,0,0,1,1,1,628336,WELLINGTON,EASTERN REGION,-38.10612801,146.9048025,True,1.0,0.0,0.0,0.0,True
12475,T20200000888,2020-11-01 18:54:00,6,18,3,4,11,1,629977,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,-37.80154696,144.9009468,True,1.0,0.0,0.0,0.0,True
12476,T20200000889,2020-01-13 22:00:00,0,22,3,1,1,1,57694,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,-38.37361471,144.8303711,True,1.0,0.0,0.0,0.0,True
12477,T20200000891,2020-01-14 05:37:00,1,5,0,1,1,1,619962,DANDENONG,METROPOLITAN SOUTH EAST REGION,-38.0522077,145.1850713,True,0.0,1.0,0.0,0.0,True
12478,T20200000894,2019-01-10 08:15:00,3,8,1,1,1,1,41659,MONASH,METROPOLITAN SOUTH EAST REGION,-37.88251443,145.1089962,True,1.0,0.0,0.0,0.0,True
12479,T20200000895,2020-06-01 17:30:00,0,17,2,3,6,0,246130,MELBOURNE,METROPOLITAN NORTH WEST REGION,-37.81835258,144.9754966,True,0.0,1.0,0.0,0.0,True
12480,T20200000897,2020-01-14 07:20:00,1,7,1,1,1,1,618513,BRIMBANK,METROPOLITAN NORTH WEST REGION,-37.70428719,144.8148582,True,0.0,1.0,0.0,0.0,True
12481,T20200000898,2020-01-14 10:00:00,1,10,1,1,1,1,229963,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.85272441,144.7312715,True,1.0,0.0,0.0,0.0,True
12482,T20200000899,2020-01-14 09:15:00,1,9,1,1,1,1,35628,DANDENONG,METROPOLITAN SOUTH EAST REGION,-38.01270631,145.159242,True,1.0,0.0,0.0,0.0,True
12483,T20200000900,2020-01-13 14:30:00,0,14,2,1,1,0,37688,STONNINGTON,METROPOLITAN SOUTH EAST REGION,-37.84271271,144.9949717,True,0.0,1.0,0.0,0.0,True
12484,T20200000901,2020-01-14 08:50:00,1,8,1,1,1,1,70596,WELLINGTON,EASTERN REGION,-37.96609747,147.0799264,True,0.0,1.0,0.0,0.0,True
12485,T20200000903,2020-01-13 17:22:00,0,17,2,1,1,1,618514,GEELONG,SOUTH WESTERN REGION,-38.15864436,144.3702847,True,1.0,0.0,0.0,0.0,True
12486,T20200000904,2019-08-12 16:35:00,0,16,2,3,8,1,38800,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,-37.80735699,144.90415,True,1.0,0.0,0.0,0.0,True
12487,T20200000905,2019-12-19 14:50:00,3,14,2,1,12,0,35682,HUME,METROPOLITAN NORTH WEST REGION,-37.6793962,144.9284913,True,1.0,0.0,0.0,0.0,True
12488,T20200000908,2020-01-14 12:10:00,1,12,2,1,1,1,662857,GEELONG,SOUTH WESTERN REGION,-38.17321583,144.4009011,True,1.0,0.0,0.0,0.0,True
12489,T20200000910,2020-01-14 11:45:00,1,11,1,1,1,1,663093,HORSHAM,WESTERN REGION,-36.73798871,142.2055513,True,1.0,0.0,0.0,0.0,True
12490,T20200000912,2020-01-14 10:53:00,1,10,1,1,1,1,323693,LODDON,NORTHERN REGION,-36.73570787,143.9136227,True,0.0,1.0,0.0,0.0,True
12491,T20200000913,2020-10-01 16:50:00,3,16,2,4,10,0,662509,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.90174679,144.7532779,True,1.0,0.0,0.0,0.0,True
12492,T20200000920,2020-01-14 12:03:00,1,12,2,1,1,1,117013,MAROONDAH,METROPOLITAN SOUTH EAST REGION,-37.78578855,145.2775288,True,0.0,1.0,0.0,0.0,True
12493,T20200000921,2020-01-14 12:31:00,1,12,2,1,1,1,39802,MAROONDAH,METROPOLITAN SOUTH EAST REGION,-37.82362309,145.2965564,True,0.0,1.0,0.0,0.0,True
12494,T20200000925,2020-01-14 14:30:00,1,14,2,1,1,1,619376,MACEDON RANGES,NORTHERN REGION,-37.11767593,144.7141808,True,0.0,1.0,0.0,0.0,True
12495,T20200000927,2020-01-13 22:30:00,0,22,3,1,1,0,653442,BULOKE,NORTHERN REGION,-36.35191663,142.8070309,True,0.0,1.0,0.0,0.0,True
12496,T20200000928,2020-01-13 14:30:00,0,14,2,1,1,0,662754,BRIMBANK,METROPOLITAN NORTH WEST REGION,-37.77626002,144.8288657,True,0.0,1.0,0.0,0.0,True
12497,T20200000932,2020-01-14 15:24:00,1,15,2,1,1,1,631544,WHITTLESEA,METROPOLITAN NORTH WEST REGION,-37.5006068,145.0261984,True,0.0,1.0,0.0,0.0,True
12498,T20200000933,2020-01-14 08:00:00,1,8,1,1,1,0,619377,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,-37.85353163,144.9604123,True,1.0,0.0,0.0,0.0,True
12499,T20200000936,2020-01-14 14:30:00,1,14,2,1,1,0,636488,WARRNAMBOOL,SOUTH WESTERN REGION,-38.36796272,142.4686407,True,1.0,0.0,0.0,0.0,True
12500,T20200000942,2020-01-14 16:47:00,1,16,2,1,1,1,622651,BENDIGO,NORTHERN REGION,-36.75623067,144.2586897,True,1.0,0.0,0.0,0.0,True
12501,T20200000943,2020-01-13 22:29:00,0,22,3,1,1,1,44309,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.85053184,144.7063481,True,0.0,1.0,0.0,0.0,True
12502,T20200000944,2020-01-14 16:10:00,1,16,2,1,1,1,49416,WARRNAMBOOL,SOUTH WESTERN REGION,-38.37319783,142.4874952,True,1.0,0.0,0.0,0.0,True
12503,T20200000945,2020-03-01 20:00:00,6,20,3,2,3,0,620878,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.8664499,144.7502737,True,1.0,0.0,0.0,0.0,True
12504,T20200000946,2020-01-14 16:30:00,1,16,2,1,1,0,634276,MELTON,METROPOLITAN NORTH WEST REGION,-37.73906417,144.6842005,True,0.0,1.0,0.0,0.0,True
12505,T20200000948,2020-01-01 14:00:00,2,14,2,1,1,0,619676,WELLINGTON,EASTERN REGION,-37.87753698,146.7830716,True,0.0,1.0,0.0,0.0,True
12506,T20200000949,2019-12-31 13:00:00,1,13,2,1,12,0,656155,MURRINDINDI,NORTH EASTERN REGION,-37.53600942,145.5933372,True,1.0,0.0,0.0,0.0,True
12507,T20200000950,2020-01-14 17:30:00,1,17,2,1,1,1,78773,CASEY,METROPOLITAN SOUTH EAST REGION,-38.02993825,145.2799104,True,0.0,1.0,0.0,0.0,True
12508,T20200000953,2020-01-14 15:50:00,1,15,2,1,1,1,620259,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.81121246,144.7508134,True,0.0,1.0,0.0,0.0,True
12509,T20200000955,2020-01-14 18:33:00,1,18,3,1,1,1,662862,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,-37.84594863,144.7994456,True,1.0,0.0,0.0,0.0,True
12510,T20200000956,2020-01-14 18:00:00,1,18,3,1,1,1,627394,SWAN HILL,NORTHERN REGION,-35.19649401,143.356101,True,1.0,0.0,0.0,0.0,True
12511,T20200000959,2019-04-26 13:30:00,4,13,2,2,4,0,629309,DANDENONG,METROPOLITAN SOUTH EAST REGION,-37.99443171,145.1753423,False,0.0,0.0,1.0,0.0,True
12512,T20200000960,2020-01-14 05:30:00,1,5,0,1,1,1,298956,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.925802,144.6926173,True,0.0,1.0,0.0,0.0,True
12513,T20200000967,2020-01-14 14:05:00,1,14,2,1,1,1,618793,WYNDHAM,METROPOLITAN NORTH WEST REGION,-37.85344254,144.7399016,True,0.0,1.0,0.0,0.0,True
12514,T20200000968,2020-01-14 18:44:00,1,18,3,1,1,1,295630,CASEY,METROPOLITAN SOUTH EAST REGION,-37.98502791,145.2484432,True,0.0,1.0,0.0,0.0,True
12515,T20200000969,2020-01-14 22:24:00,1,22,3,1,1,1,50631,COLAC OTWAY,SOUTH WESTERN REGION,-38.35767426,143.5828859,True,0.0,1.0,0.0,0.0,True
12516,T20200000971,2020-01-14 14:45:00,1,14,2,1,1,1,638422,WHITTLESEA,METROPOLITAN NORTH WEST REGION,-37.53606522,145.029136,True,0.0,1.0,0.0,0.0,True
12517,T20200000978,2020-01-15 03:00:00,2,3,0,1,1,1,653051,CARDINIA,METROPOLITAN SOUTH EAST REGION,-38.12575923,145.4349768,True,1.0,0.0,0.0,0.0,True
12518,T20200000980,2020-01-15 03:16:00,2,3,0,1,1,1,24304,STRATHBOGIE,NORTH EASTERN REGION,-36.70683732,145.2002104,True,0.0,1.0,0.0,0.0,True
12519,T20200000981,2020-01-14 12:30:00,1,12,2,1,1,1,619816,CASEY,METROPOLITAN SOUTH EAST REGION,-38.22702918,145.3097999,True,1.0,0.0,0.0,0.0,True
12520,T20200000984,2020-01-14 07:49:00,1,7,1,1,1,0,621175,STONNINGTON,METROPOLITAN SOUTH EAST REGION,-37.84840132,144.9949434,True,0.0,1.0,0.0,0.0,True
12521,T20200000985,2020-05-01 08:35:00,4,8,1,2,5,0,57533,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,-37.87815497,145.0473465,False,1.0,0.0,0.0,0.0,True
12522,T20200000987,2020-01-14 18:30:00,1,18,3,1,1,1,636852,MAROONDAH,METROPOLITAN SOUTH EAST REGION,-37.7900886,145.2662105,True,0.0,1.0,0.0,0.0,True
12523,T20200000988,2020-01-15 08:50:00,2,8,1,1,1,1,618794,KINGSTON,METROPOLITAN SOUTH EAST REGION,-37.98380557,145.0757733,True,1.0,0.0,0.0,0.0,True
12524,T20200000989,2020-01-15 09:51:00,2,9,1,1,1,1,665663,CAMPASPE,NORTHERN REGION,-36.14046357,144.7505087,True,1.0,0.0,0.0,0.0,True
12525,T20200000990,2020-08-01 13:00:00,5,13,2,3,8,0,618795,LATROBE,EASTERN REGION,-38.18997276,146.5380583,True,1.0,0.0,0.0,0.0,True
12526,T20200000997,2020-01-15 08:59:00,2,8,1,1,1,0,618796,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,-37.83914391,144.8532117,True,1.0,0.0,0.0,0.0,True
12527,T20200000998,2020-01-15 01:40:00,2,1,0,1,1,0,618797,WHITTLESEA,METROPOLITAN NORTH WEST REGION,-37.51965128,145.0272942,True,1.0,0.0,0.0,0.0,True
12528,T20200001000,2020-01-14 15:15:00,1,15,2,1,1,0,648997,BRIMBANK,METROPOLITAN NORTH WEST REGION,-37.77048304,144.7747272,True,0.0,1.0,0.0,0.0,True
12529,T20200001002,2020-12-01 21:40:00,1,21,3,1,12,0,662665,BALLARAT,WESTERN REGION,-37.56169756,143.8700583,True,0.0,1.0,0.0,0.0,True
12530,T20200001004,2020-01-14 11:23:00,1,11,1,1,1,1,20827,LATROBE,EASTERN REGION,-38.19452161,146.5421888,True,0.0,1.0,0.0,0.0,True
12531,T20200001005,2020-01-15 12:08:00,2,12,2,1,1,1,657752,MORELAND,METROPOLITAN NORTH WEST REGION,-37.71116334,144.9655043,True,1.0,0.0,0.0,0.0,True
12532,T20200001010,2020-01-15 08:00:00,2,8,1,1,1,0,35419,MORELAND,METROPOLITAN NORTH WEST REGION,-37.75419612,144.9757797,True,1.0,0.0,0.0,0.0,True
12533,T20200001012,2020-01-15 12:40:00,2,12,2,1,1,1,619084,CARDINIA,METROPOLITAN SOUTH EAST REGION,-38.06914133,145.4718884,True,1.0,0.0,0.0,0.0,True
12534,T20200001013,2020-01-15 12:00:00,2,12,2,1,1,1,36445,YARRA,METROPOLITAN NORTH WEST REGION,-37.80676593,144.9733846,True,1.0,0.0,0.0,0.0,True
12535,T20200001015,2020-01-15 12:30:00,2,12,2,1,1,0,623276,EAST GIPPSLAND,EASTERN REGION,-37.6569456,148.5507997,True,0.0,1.0,0.0,0.0,True
12536,T20200001017,2020-01-15 12:50:00,2,12,2,1,1,1,623277,CAMPASPE,NORTHERN REGION,-36.21105749,144.5394277,True,1.0,0.0,0.0,0.0,True
12537,T20200001018,2020-01-14 09:30:00,1,9,1,1,1,0,618798,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,-37.77955446,144.8521613,True,0.0,1.0,0.0,0.0,True
12538,T20200001022,2020-01-15 14:45:00,2,14,2,1,1,1,619677,HEPBURN,WESTERN REGION,-37.42328847,143.8949053,True,1.0,0.0,0.0,0.0,True
12539,T20200001023,2020-01-15 13:30:00,2,13,2,1,1,1,621475,SURF COAST,SOUTH WESTERN REGION,-38.25035389,144.2764964,True,1.0,0.0,0.0,0.0,True
12540,T20200001024,2020-01-15 15:50:00,2,15,2,1,1,1,54370,BALLARAT,WESTERN REGION,-37.57487325,143.8402517,False,0.0,0.0,1.0,0.0,True
12541,T20200001026,2020-01-15 17:30:00,2,17,2,1,1,0,50114,GEELONG,SOUTH WESTERN REGION,-38.17151594,144.3243969,True,0.0,1.0,0.0,0.0,True
12542,T20200001027,2020-01-15 12:35:00,2,12,2,1,1,1,625466,TOWONG,NORTH EASTERN REGION,-36.22154367,147.1416046,True,0.0,1.0,0.0,0.0,True
12543,T20200001028,2020-01-15 18:00:00,2,18,3,1,1,1,657753,EAST GIPPSLAND,EASTERN REGION,-37.82857498,147.6192864,True,0.0,1.0,0.0,0.0,True
12544,T20200001029,2020-01-15 18:00:00,2,18,3,1,1,1,635687,CASEY,METROPOLITAN SOUTH EAST REGION,-38.02638538,145.3066015,False,0.0,1.0,1.0,0.0,True
12545,T20200001030,2019-10-30 07:40:00,2,7,1,4,10,0,660332,CASEY,METROPOLITAN SOUTH EAST REGION,-38.03257043,145.324967,True,1.0,0.0,0.0,0.0,True
12546,T20200001032,2020-01-15 17:10:00,2,17,2,1,1,1,620879,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,-38.28585157,145.0308939,False,0.0,1.0,1.0,0.0,True
12547,T20200001035,2020-01-15 17:07:00,2,17,2,1,1,1,651450,HUME,METROPOLITAN NORTH WEST REGION,-37.66394791,144.9422772,False,0.0,1.0,1.0,0.0,True
12548,T20200001036,2019-12-26 13:00:00,3,13,2,1,12,0,656452,KINGSTON,METROPOLITAN SOUTH EAST REGION,-38.02646183,145.1325028,True,1.0,0.0,0.0,0.0,True
12549,T20200001039,2020-01-15 19:45:00,2,19,3,1,1,1,663113,SHEPPARTON,NORTH EASTERN REGION,-36.38518138,145.3848987,False,0.0,0.0,1.0,0.0,True
12550,T20200001042,2020-01-15 18:40:00,2,18,3,1,1,1,68588,MONASH,METROPOLITAN SOUTH EAST REGION,-37.88790025,145.1267385,False,0.0,0.0,1.0,0.0,True
12551,T20200001044,2020-01-15 22:20:00,2,22,3,1,1,1,637778,MELBOURNE,METROPOLITAN NORTH WEST REGION,-37.81305023,144.9598096,False,0.0,0.0,1.0,0.0,True
12552,T20200001047,2020-01-14 17:10:00,1,17,2,1,1,1,657662,HUME,METROPOLITAN NORTH WEST REGION,-37.63881632,144.8084579,True,1.0,0.0,0.0,0.0,True
12553,T20200001049,2020-01-15 23:10:00,2,23,3,1,1,1,656430,EAST GIPPSLAND,EASTERN REGION,-37.77909953,147.8233736,True,1.0,0.0,0.0,0.0,True
12554,T20200001051,2019-10-23 11:20:00,2,11,1,4,10,1,619378,BOROONDARA,METROPOLITAN SOUTH EAST REGION,-37.81816221,145.0803302,True,1.0,0.0,0.0,0.0,True
12555,T20200001053,2020-01-16 04:55:00,3,4,0,1,1,1,29938,GEELONG,SOUTH WESTERN REGION,-38.09143545,144.3563663,True,0.0,1.0,0.0,0.0,True
12556,T20200001054,2020-12-01 16:43:00,1,16,2,1,12,1,35078,CARDINIA,METROPOLITAN SOUTH EAST REGION,-38.07564606,145.7149392,True,1.0,0.0,0.0,0.0,True
12557,T20200001057,2019-09-22 23:30:00,6,23,3,4,9,0,620566,HORSHAM,WESTERN REGION,-36.73014531,142.1488569,True,1.0,0.0,0.0,0.0,True
12558,T20200001059,2020-01-15 19:10:00,2,19,3,1,1,1,621476,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,-37.65946719,145.4633285,False,0.0,0.0,1.0,0.0,True
12559,T20200001063,2020-12-01 09:10:00,1,9,1,1,12,0,636106,EAST GIPPSLAND,EASTERN REGION,-37.78667851,147.6516091,True,1.0,0.0,0.0,0.0,True
12560,T20200001064,2020-01-15 19:10:00,2,19,3,1,1,1,619379,YARRA,METROPOLITAN NORTH WEST REGION,-37.7970491,144.9934325,False,0.0,1.0,1.0,0.0,True
12561,T20200001066,2020-01-16 07:16:00,3,7,1,1,1,1,619380,KINGSTON,METROPOLITAN SOUTH EAST REGION,-38.02604537,145.1328928,False,0.0,0.0,1.0,0.0,True
